Area,Item,Element,Unit,Amount
Eastern Asia,Crop Residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,34760.067
Eastern Asia,Crop Residues,Emissions (CO2eq) (AR5),kilotonnes,34760.067
Eastern Asia,Rice Cultivation,Emissions (CH4),kilotonnes,5870.826
Eastern Asia,Rice Cultivation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,164383.1277
Eastern Asia,Rice Cultivation,Emissions (CO2eq) (AR5),kilotonnes,164383.1277
Eastern Asia,Burning - Crop residues,Emissions (CH4),kilotonnes,190.4716
Eastern Asia,Burning - Crop residues,Emissions (N2O),kilotonnes,4.9382
Eastern Asia,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5333.2041
Eastern Asia,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,1308.6103
Eastern Asia,Burning - Crop residues,Emissions (CO2eq) (AR5),kilotonnes,6641.8144
Eastern Asia,Enteric Fermentation,Emissions (CH4),kilotonnes,7783.331
Eastern Asia,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,217933.2679
Eastern Asia,Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,217933.2679
Eastern Asia,Manure Management,Emissions (CH4),kilotonnes,1228.0619
Eastern Asia,Manure Management,Emissions (N2O),kilotonnes,121.1173
Eastern Asia,Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,34385.7342
Eastern Asia,Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,32096.0925
Eastern Asia,Manure Management,Emissions (CO2eq) (AR5),kilotonnes,66481.8267
Eastern Asia,Manure left on Pasture,Direct emissions (N2O),kilotonnes,183.0745
Eastern Asia,Manure left on Pasture,Indirect emissions (N2O),kilotonnes,54.8204
Eastern Asia,Manure left on Pasture,Emissions (N2O),kilotonnes,237.895
Eastern Asia,Manure left on Pasture,Emissions (CO2eq) from N2O (AR5),kilotonnes,63042.1637
Eastern Asia,Manure left on Pasture,Emissions (CO2eq) (AR5),kilotonnes,63042.1637
Eastern Asia,Manure applied to Soils,Direct emissions (N2O),kilotonnes,81.3345
Eastern Asia,Manure applied to Soils,Indirect emissions (N2O),kilotonnes,34.5671
Eastern Asia,Manure applied to Soils,Emissions (N2O),kilotonnes,115.9016
Eastern Asia,Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,30713.9286
Eastern Asia,Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,30713.9286
Eastern Asia,Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,416.9443
Eastern Asia,Synthetic Fertilizers,Indirect emissions (N2O),kilotonnes,135.5069
Eastern Asia,Synthetic Fertilizers,Emissions (N2O),kilotonnes,552.4511
Eastern Asia,Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,146399.5524
Eastern Asia,Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,146399.5524
Eastern Asia,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,36452.2617
Eastern Asia,Drained organic soils (CO2),Emissions (CO2),kilotonnes,30680.9883
Eastern Asia,Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,30680.9883
Eastern Asia,Drained organic soils (N2O),Emissions (N2O),kilotonnes,21.7784
Eastern Asia,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,5771.2734
Eastern Asia,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,5771.2734
Eastern Asia,On-farm energy use,Emissions (CH4),kilotonnes,201.5432
Eastern Asia,On-farm energy use,Emissions (N2O),kilotonnes,25.2991
Eastern Asia,On-farm energy use,Emissions (CO2),kilotonnes,132137.209
Eastern Asia,On-farm energy use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5643.2095
Eastern Asia,On-farm energy use,Emissions (CO2eq) from N2O (AR5),kilotonnes,6704.26
Eastern Asia,On-farm energy use,Emissions (CO2eq) (AR5),kilotonnes,144484.6785
Eastern Asia,Forestland,Emissions (CO2),kilotonnes,-738108.3402
Eastern Asia,Forestland,Emissions (CO2eq) (AR5),kilotonnes,-738108.3402
Eastern Asia,Net Forest conversion,Emissions (CO2),kilotonnes,7793.2096
Eastern Asia,Net Forest conversion,Emissions (CO2eq) (AR5),kilotonnes,7793.2096
Eastern Asia,Savanna fires,Emissions (CH4),kilotonnes,3.8401
Eastern Asia,Savanna fires,Emissions (N2O),kilotonnes,0.3506
Eastern Asia,Savanna fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,107.5229
Eastern Asia,Savanna fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,92.9138
Eastern Asia,Savanna fires,Emissions (CO2eq) (AR5),kilotonnes,200.4366
Eastern Asia,Fires in organic soils,Emissions (CH4),kilotonnes,0
Eastern Asia,Fires in organic soils,Emissions (CO2),kilotonnes,0
Eastern Asia,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Eastern Asia,Fires in organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
Eastern Asia,Forest fires,Emissions (CH4),kilotonnes,12.1057
Eastern Asia,Forest fires,Emissions (N2O),kilotonnes,1.1053
Eastern Asia,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,338.9606
Eastern Asia,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,292.9062
Eastern Asia,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,631.8668
Eastern Asia,Fires in humid tropical forests,Emissions (CH4),kilotonnes,0
Eastern Asia,Fires in humid tropical forests,Emissions (N2O),kilotonnes,0
Eastern Asia,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Eastern Asia,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Eastern Asia,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,0
Eastern Asia,Waste - agri-food systems,Emissions (CH4),kilotonnes,7154.7848
Eastern Asia,Waste - agri-food systems,Emissions (N2O),kilotonnes,66.1042
Eastern Asia,Waste - agri-food systems,Emissions (CO2),kilotonnes,16096.3473
Eastern Asia,Waste - agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,200333.9745
Eastern Asia,Waste - agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,17517.6159
Eastern Asia,Waste - agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,233947.9377
Eastern Asia,Fertilizers Manufacturing,Emissions (N2O),kilotonnes,93.1064
Eastern Asia,Fertilizers Manufacturing,Emissions (CO2),kilotonnes,114082.7674
Eastern Asia,Fertilizers Manufacturing,Emissions (CO2eq) from N2O (AR5),kilotonnes,24673.2044
Eastern Asia,Fertilizers Manufacturing,Emissions (CO2eq) (AR5),kilotonnes,138755.9718
Eastern Asia,On-farm electricity use,Emissions (CH4),kilotonnes,179.4326
Eastern Asia,On-farm electricity use,Emissions (N2O),kilotonnes,0.9584
Eastern Asia,On-farm electricity use,Emissions (CO2),kilotonnes,115809.2158
Eastern Asia,On-farm electricity use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5024.1128
Eastern Asia,On-farm electricity use,Emissions (CO2eq) from N2O (AR5),kilotonnes,253.976
Eastern Asia,On-farm electricity use,Emissions (CO2eq) (AR5),kilotonnes,121087.3046
Eastern Asia,Food Processing,Emissions (CH4),kilotonnes,144.7472
Eastern Asia,Food Processing,Emissions (N2O),kilotonnes,0.3561
Eastern Asia,Food Processing,Emissions (CO2),kilotonnes,33132.8654
Eastern Asia,Food Processing,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4052.9208
Eastern Asia,Food Processing,Emissions (CO2eq) from N2O (AR5),kilotonnes,94.3764
Eastern Asia,Food Processing,Emissions (CO2eq) (AR5),kilotonnes,37280.1626
Eastern Asia,Food Packaging,Emissions (CH4),kilotonnes,151.9642
Eastern Asia,Food Packaging,Emissions (N2O),kilotonnes,1.412
Eastern Asia,Food Packaging,Emissions (CO2),kilotonnes,128481.1102
Eastern Asia,Food Packaging,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4254.9962
Eastern Asia,Food Packaging,Emissions (CO2eq) from N2O (AR5),kilotonnes,374.1767
Eastern Asia,Food Packaging,Emissions (CO2eq) (AR5),kilotonnes,133110.2831
Eastern Asia,Food Retail,Emissions (CH4),kilotonnes,87.4004
Eastern Asia,Food Retail,Emissions (N2O),kilotonnes,0.6996
Eastern Asia,Food Retail,Emissions (CO2),kilotonnes,55536.2067
Eastern Asia,Food Retail,Emissions (CO2eq) from F-gases (AR5),kilotonnes,48814.7517
Eastern Asia,Food Retail,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2447.2111
Eastern Asia,Food Retail,Emissions (CO2eq) from N2O (AR5),kilotonnes,185.403
Eastern Asia,Food Retail,Emissions (CO2eq) (AR5),kilotonnes,106983.5725
Eastern Asia,Food Household Consumption,Emissions (CH4),kilotonnes,757.9881
Eastern Asia,Food Household Consumption,Emissions (N2O),kilotonnes,4.1799
Eastern Asia,Food Household Consumption,Emissions (CO2),kilotonnes,494294.2942
Eastern Asia,Food Household Consumption,Emissions (CO2eq) from CH4 (AR5),kilotonnes,21223.6664
Eastern Asia,Food Household Consumption,Emissions (CO2eq) from N2O (AR5),kilotonnes,1107.6768
Eastern Asia,Food Household Consumption,Emissions (CO2eq) (AR5),kilotonnes,516625.6373
Eastern Asia,Food Transport,Emissions (CH4),kilotonnes,15.7887
Eastern Asia,Food Transport,Emissions (N2O),kilotonnes,3.6323
Eastern Asia,Food Transport,Emissions (CO2),kilotonnes,76822.0311
Eastern Asia,Food Transport,Emissions (CO2eq) from CH4 (AR5),kilotonnes,442.0833
Eastern Asia,Food Transport,Emissions (CO2eq) from N2O (AR5),kilotonnes,962.5638
Eastern Asia,Food Transport,Emissions (CO2eq) (AR5),kilotonnes,78226.6782
Eastern Asia,Energy,Emissions (CH4),kilotonnes,32717.942
Eastern Asia,Energy,Emissions (N2O),kilotonnes,266.2419
Eastern Asia,Energy,Emissions (CO2),kilotonnes,11670600
Eastern Asia,Energy,Emissions (CO2eq) from CH4 (AR5),kilotonnes,916102.376
Eastern Asia,Energy,Emissions (CO2eq) from N2O (AR5),kilotonnes,70554.1035
Eastern Asia,Energy,Emissions (CO2eq) (AR5),kilotonnes,12657256.48
Eastern Asia,IPPU,Emissions (CH4),kilotonnes,301.709
Eastern Asia,IPPU,Emissions (N2O),kilotonnes,51.7336
Eastern Asia,IPPU,Emissions (CO2),kilotonnes,1522497
Eastern Asia,IPPU,Emissions (CO2eq) from F-gases (AR5),kilotonnes,601530.6631
Eastern Asia,IPPU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,8447.852
Eastern Asia,IPPU,Emissions (CO2eq) from N2O (AR5),kilotonnes,13709.409
Eastern Asia,IPPU,Emissions (CO2eq) (AR5),kilotonnes,2146184.924
Eastern Asia,Waste,Emissions (CH4),kilotonnes,18156.49
Eastern Asia,Waste,Emissions (N2O),kilotonnes,109.9934
Eastern Asia,Waste,Emissions (CO2),kilotonnes,9036.179
Eastern Asia,Waste,Emissions (CO2eq) from CH4 (AR5),kilotonnes,508381.72
Eastern Asia,Waste,Emissions (CO2eq) from N2O (AR5),kilotonnes,29148.2497
Eastern Asia,Waste,Emissions (CO2eq) (AR5),kilotonnes,546566.1487
Eastern Asia,Other,Emissions (CH4),kilotonnes,90
Eastern Asia,Other,Emissions (N2O),kilotonnes,143.8085
Eastern Asia,Other,Emissions (CO2),kilotonnes,28400
Eastern Asia,Other,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2520
Eastern Asia,Other,Emissions (CO2eq) from N2O (AR5),kilotonnes,38109.2525
Eastern Asia,Other,Emissions (CO2eq) (AR5),kilotonnes,69029.2525
Eastern Asia,Farm-gate emissions,Emissions (CH4),kilotonnes,15278.0738
Eastern Asia,Farm-gate emissions,Direct emissions (N2O),kilotonnes,788.4309
Eastern Asia,Farm-gate emissions,Indirect emissions (N2O),kilotonnes,248.9869
Eastern Asia,Farm-gate emissions,Emissions (N2O),kilotonnes,1210.9014
Eastern Asia,Farm-gate emissions,Emissions (CO2),kilotonnes,162818.1973
Eastern Asia,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,427786.0663
Eastern Asia,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,320888.8617
Eastern Asia,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,911493.1253
Eastern Asia,Land Use change,Emissions (CH4),kilotonnes,0
Eastern Asia,Land Use change,Emissions (N2O),kilotonnes,0
Eastern Asia,Land Use change,Emissions (CO2),kilotonnes,7793.2096
Eastern Asia,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Eastern Asia,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Eastern Asia,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,7793.2096
Eastern Asia,Emissions on agricultural land,Emissions (CH4),kilotonnes,15278.0738
Eastern Asia,Emissions on agricultural land,Emissions (N2O),kilotonnes,1210.9014
Eastern Asia,Emissions on agricultural land,Emissions (CO2),kilotonnes,170611.4069
Eastern Asia,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,427786.0663
Eastern Asia,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,320888.8617
Eastern Asia,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,919286.3349
Eastern Asia,Pre- and post- production,Emissions (CH4),kilotonnes,8492.1059
Eastern Asia,Pre- and post- production,Emissions (N2O),kilotonnes,170.449
Eastern Asia,Pre- and post- production,Emissions (CO2),kilotonnes,1034254.838
Eastern Asia,Pre- and post- production,Emissions (CO2eq) from F-gases (AR5),kilotonnes,48814.7517
Eastern Asia,Pre- and post- production,Emissions (CO2eq) from CH4 (AR5),kilotonnes,237778.9652
Eastern Asia,Pre- and post- production,Emissions (CO2eq) from N2O (AR5),kilotonnes,45168.993
Eastern Asia,Pre- and post- production,Emissions (CO2eq) (AR5),kilotonnes,1366017.548
Eastern Asia,Agri-food systems,Emissions (CH4),kilotonnes,23770.1797
Eastern Asia,Agri-food systems,Emissions (N2O),kilotonnes,1381.3504
Eastern Asia,Agri-food systems,Emissions (CO2),kilotonnes,1204866.245
Eastern Asia,Agri-food systems,Emissions (CO2eq) from F-gases (AR5),kilotonnes,48814.7517
Eastern Asia,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,665565.0315
Eastern Asia,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,366057.8546
Eastern Asia,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,2285303.883
Eastern Asia,IPCC Agriculture,Emissions (CH4),kilotonnes,15076.5306
Eastern Asia,IPCC Agriculture,Direct emissions (N2O),kilotonnes,788.4309
Eastern Asia,IPCC Agriculture,Indirect emissions (N2O),kilotonnes,248.9869
Eastern Asia,IPCC Agriculture,Emissions (N2O),kilotonnes,1185.6023
Eastern Asia,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,422142.8568
Eastern Asia,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,314184.6017
Eastern Asia,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,736327.4585
Eastern Asia,Agricultural Soils,Direct emissions (N2O),kilotonnes,788.4309
Eastern Asia,Agricultural Soils,Indirect emissions (N2O),kilotonnes,248.9869
Eastern Asia,Agricultural Soils,Emissions (N2O),kilotonnes,1059.1962
Eastern Asia,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,280686.9851
Eastern Asia,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,280686.9851
Eastern Asia,LULUCF,Emissions (CH4),kilotonnes,12.1057
Eastern Asia,LULUCF,Emissions (N2O),kilotonnes,1.1053
Eastern Asia,LULUCF,Emissions (CO2),kilotonnes,-699634.1423
Eastern Asia,LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,338.9606
Eastern Asia,LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,292.9062
Eastern Asia,LULUCF,Emissions (CO2eq) (AR5),kilotonnes,-699002.2755
Eastern Asia,AFOLU,Emissions (CH4),kilotonnes,15088.6363
Eastern Asia,AFOLU,Emissions (N2O),kilotonnes,1186.7076
Eastern Asia,AFOLU,Emissions (CO2),kilotonnes,-699634.1423
Eastern Asia,AFOLU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,422481.8174
Eastern Asia,AFOLU,Emissions (CO2eq) from N2O (AR5),kilotonnes,314477.5079
Eastern Asia,AFOLU,Emissions (CO2eq) (AR5),kilotonnes,37325.183
Eastern Asia,All sectors with LULUCF,Emissions (CH4),kilotonnes,66354.7773
Eastern Asia,All sectors with LULUCF,Emissions (N2O),kilotonnes,1758.485
Eastern Asia,All sectors with LULUCF,Emissions (CO2),kilotonnes,12530899.04
Eastern Asia,All sectors with LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,601530.6631
Eastern Asia,All sectors with LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1857933.765
Eastern Asia,All sectors with LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,465998.5226
Eastern Asia,All sectors with LULUCF,Emissions (CO2eq) (AR5),kilotonnes,15456361.99
Eastern Asia,All sectors without LULUCF,Emissions (CH4),kilotonnes,66342.6716
Eastern Asia,All sectors without LULUCF,Emissions (N2O),kilotonnes,1757.3797
Eastern Asia,All sectors without LULUCF,Emissions (CO2),kilotonnes,13230533.18
Eastern Asia,All sectors without LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,601530.6631
Eastern Asia,All sectors without LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1857594.805
Eastern Asia,All sectors without LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,465705.6164
Eastern Asia,All sectors without LULUCF,Emissions (CO2eq) (AR5),kilotonnes,16155364.26
Southern Asia,Crop Residues,Direct emissions (N2O),kilotonnes,101.4001
Southern Asia,Crop Residues,Indirect emissions (N2O),kilotonnes,22.815
Southern Asia,Crop Residues,Emissions (N2O),kilotonnes,124.2151
Southern Asia,Crop Residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,32916.9946
Southern Asia,Crop Residues,Emissions (CO2eq) (AR5),kilotonnes,32916.9946
Southern Asia,Rice Cultivation,Emissions (CH4),kilotonnes,6733.6169
Southern Asia,Rice Cultivation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,188541.2746
Southern Asia,Rice Cultivation,Emissions (CO2eq) (AR5),kilotonnes,188541.2746
Southern Asia,Burning - Crop residues,Emissions (CH4),kilotonnes,195.3327
Southern Asia,Burning - Crop residues,Emissions (N2O),kilotonnes,5.0642
Southern Asia,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5469.3143
Southern Asia,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,1342.0077
Southern Asia,Burning - Crop residues,Emissions (CO2eq) (AR5),kilotonnes,6811.322
Southern Asia,Enteric Fermentation,Emissions (CH4),kilotonnes,21511.6743
Southern Asia,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,602326.8807
Southern Asia,Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,602326.8807
Southern Asia,Manure Management,Emissions (CH4),kilotonnes,1812.8322
Southern Asia,Manure Management,Emissions (N2O),kilotonnes,25.5002
Southern Asia,Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,50759.3007
Southern Asia,Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,6757.5443
Southern Asia,Manure Management,Emissions (CO2eq) (AR5),kilotonnes,57516.8449
Southern Asia,Manure left on Pasture,Direct emissions (N2O),kilotonnes,308.2107
Southern Asia,Manure left on Pasture,Indirect emissions (N2O),kilotonnes,87.3845
Southern Asia,Manure left on Pasture,Emissions (N2O),kilotonnes,395.5952
Southern Asia,Manure left on Pasture,Emissions (CO2eq) from N2O (AR5),kilotonnes,104832.7176
Southern Asia,Manure left on Pasture,Emissions (CO2eq) (AR5),kilotonnes,104832.7176
Southern Asia,Manure applied to Soils,Direct emissions (N2O),kilotonnes,64.257
Southern Asia,Manure applied to Soils,Indirect emissions (N2O),kilotonnes,27.3092
Southern Asia,Manure applied to Soils,Emissions (N2O),kilotonnes,91.5663
Southern Asia,Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,24265.0664
Southern Asia,Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,24265.0664
Southern Asia,Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,418.2658
Southern Asia,Synthetic Fertilizers,Indirect emissions (N2O),kilotonnes,135.9364
Southern Asia,Synthetic Fertilizers,Emissions (N2O),kilotonnes,554.2022
Southern Asia,Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,146863.5937
Southern Asia,Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,146863.5937
Southern Asia,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,27223.318
Southern Asia,Drained organic soils (CO2),Emissions (CO2),kilotonnes,26034.1681
Southern Asia,Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,26034.1681
Southern Asia,Drained organic soils (N2O),Emissions (N2O),kilotonnes,4.4874
Southern Asia,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,1189.1498
Southern Asia,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,1189.1498
Southern Asia,On-farm energy use,Emissions (CH4),kilotonnes,19.9808
Southern Asia,On-farm energy use,Emissions (N2O),kilotonnes,4.9949
Southern Asia,On-farm energy use,Emissions (CO2),kilotonnes,25475.1611
Southern Asia,On-farm energy use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,559.4622
Southern Asia,On-farm energy use,Emissions (CO2eq) from N2O (AR5),kilotonnes,1323.6563
Southern Asia,On-farm energy use,Emissions (CO2eq) (AR5),kilotonnes,27358.2795
Southern Asia,Forestland,Emissions (CO2),kilotonnes,-41681.1437
Southern Asia,Forestland,Emissions (CO2eq) (AR5),kilotonnes,-41681.1437
Southern Asia,Net Forest conversion,Emissions (CO2),kilotonnes,7593.8815
Southern Asia,Net Forest conversion,Emissions (CO2eq) (AR5),kilotonnes,7593.8815
Southern Asia,Savanna fires,Emissions (CH4),kilotonnes,8.7132
Southern Asia,Savanna fires,Emissions (N2O),kilotonnes,0.7956
Southern Asia,Savanna fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,243.9706
Southern Asia,Savanna fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,210.8224
Southern Asia,Savanna fires,Emissions (CO2eq) (AR5),kilotonnes,454.793
Southern Asia,Fires in organic soils,Emissions (CH4),kilotonnes,0
Southern Asia,Fires in organic soils,Emissions (CO2),kilotonnes,0
Southern Asia,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Southern Asia,Fires in organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
Southern Asia,Forest fires,Emissions (CH4),kilotonnes,43.128
Southern Asia,Forest fires,Emissions (N2O),kilotonnes,3.9378
Southern Asia,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1207.5831
Southern Asia,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,1043.5093
Southern Asia,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,2251.0924
Southern Asia,Fires in humid tropical forests,Emissions (CH4),kilotonnes,18.9174
Southern Asia,Fires in humid tropical forests,Emissions (N2O),kilotonnes,1.7272
Southern Asia,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,529.6859
Southern Asia,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,457.7177
Southern Asia,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,987.4036
Southern Asia,Waste - agri-food systems,Emissions (CH4),kilotonnes,7948.1051
Southern Asia,Waste - agri-food systems,Emissions (N2O),kilotonnes,40.773
Southern Asia,Waste - agri-food systems,Emissions (CO2),kilotonnes,1014.689
Southern Asia,Waste - agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,222546.943
Southern Asia,Waste - agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,10804.846
Southern Asia,Waste - agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,234366.478
Southern Asia,Fertilizers Manufacturing,Emissions (N2O),kilotonnes,1.3528
Southern Asia,Fertilizers Manufacturing,Emissions (CO2),kilotonnes,35454.3843
Southern Asia,Fertilizers Manufacturing,Emissions (CO2eq) from N2O (AR5),kilotonnes,358.4841
Southern Asia,Fertilizers Manufacturing,Emissions (CO2eq) (AR5),kilotonnes,35812.8685
Southern Asia,On-farm electricity use,Emissions (CH4),kilotonnes,318.1524
Southern Asia,On-farm electricity use,Emissions (N2O),kilotonnes,1.6995
Southern Asia,On-farm electricity use,Emissions (CO2),kilotonnes,223746.3025
Southern Asia,On-farm electricity use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,8908.2672
Southern Asia,On-farm electricity use,Emissions (CO2eq) from N2O (AR5),kilotonnes,450.3675
Southern Asia,On-farm electricity use,Emissions (CO2eq) (AR5),kilotonnes,233104.9372
Southern Asia,Food Processing,Emissions (CH4),kilotonnes,72.7097
Southern Asia,Food Processing,Emissions (N2O),kilotonnes,0.1866
Southern Asia,Food Processing,Emissions (CO2),kilotonnes,26483.3493
Southern Asia,Food Processing,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2035.8707
Southern Asia,Food Processing,Emissions (CO2eq) from N2O (AR5),kilotonnes,49.4482
Southern Asia,Food Processing,Emissions (CO2eq) (AR5),kilotonnes,28568.6683
Southern Asia,Food Packaging,Emissions (CH4),kilotonnes,3.2753
Southern Asia,Food Packaging,Emissions (N2O),kilotonnes,0.0508
Southern Asia,Food Packaging,Emissions (CO2),kilotonnes,6211.2231
Southern Asia,Food Packaging,Emissions (CO2eq) from CH4 (AR5),kilotonnes,91.7087
Southern Asia,Food Packaging,Emissions (CO2eq) from N2O (AR5),kilotonnes,13.4743
Southern Asia,Food Packaging,Emissions (CO2eq) (AR5),kilotonnes,6316.4061
Southern Asia,Food Retail,Emissions (CH4),kilotonnes,24.5739
Southern Asia,Food Retail,Emissions (N2O),kilotonnes,0.1752
Southern Asia,Food Retail,Emissions (CO2),kilotonnes,19737.2221
Southern Asia,Food Retail,Emissions (CO2eq) from CH4 (AR5),kilotonnes,688.0704
Southern Asia,Food Retail,Emissions (CO2eq) from N2O (AR5),kilotonnes,46.4241
Southern Asia,Food Retail,Emissions (CO2eq) (AR5),kilotonnes,20471.7166
Southern Asia,Food Household Consumption,Emissions (CH4),kilotonnes,267.2883
Southern Asia,Food Household Consumption,Emissions (N2O),kilotonnes,1.6374
Southern Asia,Food Household Consumption,Emissions (CO2),kilotonnes,249597.2021
Southern Asia,Food Household Consumption,Emissions (CO2eq) from CH4 (AR5),kilotonnes,7484.0712
Southern Asia,Food Household Consumption,Emissions (CO2eq) from N2O (AR5),kilotonnes,433.9018
Southern Asia,Food Household Consumption,Emissions (CO2eq) (AR5),kilotonnes,257515.1751
Southern Asia,Food Transport,Emissions (CH4),kilotonnes,17.4405
Southern Asia,Food Transport,Emissions (N2O),kilotonnes,1.9417
Southern Asia,Food Transport,Emissions (CO2),kilotonnes,51046.7638
Southern Asia,Food Transport,Emissions (CO2eq) from CH4 (AR5),kilotonnes,488.3353
Southern Asia,Food Transport,Emissions (CO2eq) from N2O (AR5),kilotonnes,514.5429
